model,year,price,transmission,mileage,fuelType,mpg,engineSize
 Octavia,2012,5791,Automatic,63867,Petrol,44.8,1.4
 Fabia,2005,2691,Manual,34982,Petrol,43.5,1.4
 Kodiaq,2017,18995,Manual,40499,Petrol,40.9,1.4
 Citigo,2018,7295,Manual,16093,Petrol,64.2,1.0
 Fabia,2019,11495,Manual,3002,Petrol,51.4,1.0
 Fabia,2016,11000,Automatic,6547,Petrol,60.1,1.2
 Fabia,2017,10795,Automatic,13958,Petrol,60.1,1.2
 Kodiaq,2018,21000,Automatic,11925,Diesel,49.6,2.0
 Octavia,2015,8169,Manual,71668,Diesel,74.3,1.6
 Octavia,2015,7775,Manual,75000,Diesel,80.7,1.6
 Octavia,2016,8375,Manual,55000,Diesel,74.3,1.6
 Fabia,2009,2295,Manual,102645,Petrol,42.2,1.2
 Superb,2017,18450,Semi-Auto,52717,Diesel,55.4,2.0
 Citigo,2016,6999,Manual,13877,Petrol,64.2,1.0
 Superb,2019,26195,Automatic,6786,Diesel,47.1,2.0
 Scala,2019,18295,Automatic,5697,Diesel,54.3,1.6
 Superb,2019,22474,Automatic,3721,Petrol,36.7,1.5
 Roomster,2013,6099,Manual,21462,Petrol,49.6,1.2
 Citigo,2017,7449,Manual,23206,Petrol,64.2,1.0
 Fabia,2015,7389,Automatic,52258,Diesel,78.5,1.4
 Octavia,2014,9999,Manual,83469,Diesel,61.4,2.0
 Octavia,2018,12499,Manual,7348,Diesel,67.3,1.6
 Octavia,2016,8999,Manual,28397,Diesel,70.6,2.0
 Octavia,2017,12999,Automatic,30804,Petrol,57.7,1.4
 Superb,2016,15399,Manual,37951,Diesel,61.4,2.0
 Octavia,2016,9378,Manual,79334,Diesel,70.6,2.0
 Octavia,2016,14499,Manual,16855,Diesel,64.2,2.0
 Octavia,2015,11030,Automatic,74933,Diesel,60.1,2.0
 Citigo,2014,5251,Manual,34000,Petrol,68.9,1.0
 Superb,2015,9599,Automatic,94027,Diesel,62.8,2.0
 Octavia,2013,7195,Manual,86505,Diesel,62.8,2.0
 Octavia,2018,14500,Automatic,13000,Petrol,55.4,1.5
 Yeti,2011,4249,Automatic,103986,Diesel,43.5,2.0
 Roomster,2013,5000,Manual,56950,Diesel,60.1,1.6
 Octavia,2017,10900,Manual,32049,Diesel,72.4,1.6
 Scala,2019,17770,Automatic,45,Petrol,45.6,1.5
 Superb,2017,19950,Automatic,10629,Petrol,44.8,2.0
 Superb,2016,12220,Manual,20144,Petrol,57.7,1.4
 Octavia,2016,10254,Manual,34006,Petrol,55.4,1.4
 Octavia,2017,12480,Manual,16708,Petrol,54.3,1.4
 Kodiaq,2019,34745,Automatic,4864,Diesel,37.2,2.0
 Kamiq,2019,19490,Manual,2450,Petrol,47.1,1.0
 Fabia,2018,8485,Manual,16213,Petrol,64.2,1.0
 Fabia,2017,10000,Manual,18694,Petrol,64.2,1.0
 Kodiaq,2019,29890,Automatic,6840,Petrol,31.4,2.0
 Superb,2016,13999,Manual,38980,Diesel,67.3,2.0
 Yeti,2014,12750,Semi-Auto,28095,Diesel,44.8,2.0
 Karoq,2018,20990,Automatic,16109,Diesel,54.3,2.0
 Fabia,2017,11490,Automatic,23021,Petrol,60.1,1.2
 Yeti Outdoor,2017,13675,Automatic,17495,Petrol,51.4,1.2
 Scala,2019,17990,Automatic,1907,Petrol,47.1,1.0
 Kamiq,2019,21770,Automatic,1350,Petrol,44.1,1.5
 Octavia,2016,9348,Manual,45801,Diesel,74.3,1.6
 Fabia,2018,9995,Manual,23401,Petrol,64.2,1.0
 Fabia,2017,7000,Manual,9725,Petrol,57.7,1.0
 Yeti Outdoor,2015,12890,Manual,48378,Petrol,44.8,1.4
 Fabia,2017,8790,Manual,19099,Petrol,60.1,1.2
 Fabia,2016,9226,Automatic,47527,Petrol,60.1,1.2
 Superb,2016,13199,Automatic,41463,Diesel,62.8,2.0
 Superb,2016,9799,Manual,88505,Diesel,68.9,2.0
 Octavia,2016,8099,Manual,89256,Diesel,74.3,1.6
 Yeti,2014,8199,Manual,32078,Petrol,46.3,1.2
 Yeti,2016,12399,Automatic,10947,Petrol,51.4,1.2
 Superb,2016,10799,Manual,93486,Diesel,67.3,2.0
 Yeti,2017,9999,Manual,53033,Diesel,62.8,2.0
 Octavia,2008,2495,Manual,104273,Diesel,53.3,1.9
 Fabia,2010,2495,Manual,109575,Diesel,61.4,1.9
 Octavia,2009,2495,Manual,107038,Diesel,53.3,1.9
 Octavia,2019,12590,Manual,14523,Petrol,55.4,1.5
 Octavia,2019,14485,Automatic,13875,Petrol,57.7,1.0
 Kodiaq,2019,24795,Manual,11,Diesel,42.2,2.0
 Kodiaq,2019,31475,Automatic,5808,Diesel,37.2,2.0
 Superb,2019,23490,Automatic,6593,Diesel,48.7,2.0
 Octavia,2014,7800,Manual,79200,Diesel,57.6,2.0
 Yeti,2015,8500,Manual,68225,Diesel,53.3,2.0
 Karoq,2020,24190,Manual,1784,Petrol,42.8,1.5
 Octavia,2018,12450,Manual,17213,Petrol,57.7,1.4
 Fabia,2019,11490,Manual,3177,Petrol,61.4,1.0
 Rapid,2018,10000,Manual,9982,Petrol,61.4,1.0
 Karoq,2018,18965,Automatic,16117,Diesel,64.2,1.6
 Kodiaq,2019,23695,Automatic,14635,Diesel,42.2,2.0
 Fabia,2017,7000,Manual,31148,Petrol,60.1,1.2
 Karoq,2018,17650,Manual,12464,Petrol,52.3,1.0
 Kodiaq,2017,22000,Automatic,20720,Diesel,49.6,2.0
 Octavia,2017,10000,Manual,36891,Diesel,74.3,1.6
 Fabia,2018,7000,Manual,9775,Petrol,57.7,1.0
 Superb,2017,18290,Automatic,18417,Diesel,61.4,2.0
 Octavia,2019,24950,Automatic,1932,Petrol,38.2,2.0
 Fabia,2019,11000,Manual,9457,Petrol,61.4,1.0
 Octavia,2019,15700,Manual,10610,Petrol,52.3,1.5
 Karoq,2019,20890,Automatic,3434,Diesel,62.8,1.6
 Octavia,2019,13000,Manual,14399,Diesel,68.9,1.6
 Fabia,2019,12690,Manual,3863,Petrol,60.1,1.0
 Kodiaq,2017,21995,Manual,32000,Petrol,40.9,1.4
 Octavia,2016,8695,Manual,42000,Diesel,74.3,1.6
 Superb,2007,3495,Semi-Auto,47000,Diesel,35.8,2.5
 Fabia,2012,2495,Manual,130000,Petrol,47.9,1.4
 Yeti,2011,4795,Manual,102000,Diesel,47.1,2.0
 Yeti,2013,5495,Manual,95000,Diesel,61.4,1.6
 Fabia,2011,5495,Manual,31599,Petrol,54.3,1.2
 Kodiaq,2017,19999,Automatic,22585,Petrol,44.8,1.4
 Karoq,2019,18290,Manual,4621,Diesel,62.8,1.6
 Octavia,2017,12950,Automatic,31674,Diesel,62.8,2.0
 Fabia,2019,10950,Manual,6260,Petrol,51.4,1.0
 Octavia,2019,13290,Automatic,14771,Diesel,72.4,1.6
 Octavia,2019,15790,Semi-Auto,8944,Diesel,72.4,1.6
 Yeti Outdoor,2017,15000,Automatic,21073,Diesel,51.4,2.0
 Superb,2016,12950,Manual,46574,Diesel,76.4,1.6
 Yeti,2016,10995,Automatic,21000,Petrol,51.4,1.2
 Octavia,2016,8795,Manual,44000,Petrol,55.4,1.4
 Yeti,2017,11995,Manual,16000,Petrol,51.4,1.2
 Yeti,2017,12695,Automatic,25000,Petrol,51.4,1.2
 Citigo,2012,3595,Manual,71500,Petrol,68.9,1.0
 Octavia,2018,14000,Automatic,5770,Petrol,57.7,1.0
 Karoq,2019,19790,Automatic,14453,Petrol,51.4,1.5
 Octavia,2017,10790,Manual,23776,Petrol,54.3,1.4
 Superb,2019,16490,Manual,9519,Diesel,65.7,2.0
 Kodiaq,2017,19495,Manual,35830,Petrol,40.9,1.4
 Octavia,2019,13690,Automatic,15406,Diesel,72.4,1.6
 Octavia,2019,18000,Automatic,4000,Petrol,54.3,1.5
 Superb,2015,16000,Automatic,30231,Diesel,60.1,2.0
 Octavia,2017,15000,Manual,29536,Petrol,43.5,2.0
 Octavia,2017,12490,Automatic,15000,Petrol,57.7,1.4
 Fabia,2019,11490,Manual,11380,Petrol,61.4,1.0
 Rapid,2014,5890,Manual,29000,Diesel,64.2,1.6
 Octavia,2007,2295,Manual,116000,Diesel,47.9,2.0
 Kodiaq,2019,23750,Automatic,15140,Diesel,49.6,2.0
 Fabia,2017,10195,Manual,16269,Petrol,60.1,1.2
 Citigo,2014,3995,Manual,48000,Petrol,62.8,1.0
 Superb,2016,9995,Manual,86191,Diesel,68.9,2.0
 Fabia,2017,10000,Manual,20000,Petrol,58.9,1.2
 Fabia,2017,9250,Manual,8573,Petrol,57.7,1.0
 Kodiaq,2019,28490,Manual,6027,Diesel,52.3,2.0
 Kodiaq,2019,29490,Automatic,4320,Petrol,31.4,2.0
 Scala,2020,15000,Manual,651,Petrol,49.6,1.0
 Superb,2019,23790,Automatic,5194,Petrol,38.2,2.0
 Kamiq,2019,19295,Manual,4177,Petrol,47.1,1.0
 Karoq,2019,21450,Manual,9021,Diesel,42.8,2.0
 Citigo,2018,7480,Manual,27964,Petrol,68.9,1.0
 Octavia,2019,13450,Automatic,14334,Diesel,70.6,1.6
 Superb,2019,25000,Automatic,2487,Diesel,48.7,2.0
 Scala,2019,14995,Manual,2657,Petrol,49.6,1.0
 Kamiq,2019,20870,Automatic,45,Petrol,43.5,1.5
 Octavia,2019,14890,Manual,3196,Diesel,56.5,2.0
 Fabia,2019,11795,Manual,11249,Petrol,61.4,1.0
 Kodiaq,2018,23790,Automatic,32248,Petrol,38.2,2.0
 Fabia,2018,10290,Manual,34501,Petrol,64.2,1.0
 Octavia,2019,15950,Semi-Auto,9758,Diesel,67.3,2.0
 Superb,2019,27695,Automatic,6277,Diesel,47.1,2.0
 Octavia,2019,17295,Automatic,3277,Diesel,72.4,1.6
 Superb,2019,26695,Automatic,5277,Diesel,47.1,2.0
 Octavia,2016,7895,Manual,84632,Diesel,74.3,1.6
 Citigo,2014,5995,Manual,23043,Petrol,67.3,1.0
 Roomster,2014,3650,Manual,100470,Diesel,60.1,1.6
 Rapid,2014,5595,Manual,69000,Petrol,52.3,1.2
 Yeti,2016,13495,Automatic,19100,Petrol,51.4,1.2
 Yeti,2017,14495,Automatic,10700,Petrol,51.4,1.2
 Octavia,2014,6795,Manual,80234,Diesel,74.3,1.6
 Fabia,2016,12195,Automatic,4250,Petrol,60.1,1.2
 Superb,2019,18590,Manual,5235,Petrol,40.9,1.5
 Fabia,2019,10285,Manual,6495,Petrol,60.1,1.0
 Kodiaq,2020,21490,Automatic,14050,Petrol,34.0,1.5
 Octavia,2017,13999,Automatic,56526,Diesel,57.7,2.0
 Kamiq,2019,21995,Automatic,45,Petrol,43.5,1.5
 Octavia,2019,17570,Automatic,2250,Diesel,70.6,1.6
 Octavia,2019,19745,Automatic,3851,Diesel,53.3,2.0
 Karoq,2018,20290,Manual,15029,Petrol,51.4,1.5
 Kodiaq,2018,20640,Automatic,12307,Petrol,44.8,1.4
 Superb,2016,19995,Automatic,8047,Diesel,56.5,2.0
 Yeti Outdoor,2014,9380,Manual,27655,Petrol,46.3,1.2
 Karoq,2019,25190,Automatic,5800,Diesel,42.8,2.0
 Octavia,2019,12695,Manual,13416,Diesel,68.9,1.6
 Kodiaq,2019,28495,Automatic,10,Petrol,36.7,1.5
 Octavia,2019,15295,Manual,10682,Petrol,52.3,1.5
 Superb,2019,18890,Manual,5215,Diesel,65.7,2.0
 Octavia,2015,7499,Manual,85887,Diesel,64.2,1.6
 Octavia,2018,12449,Manual,25605,Diesel,68.9,1.6
 Superb,2016,9749,Manual,65549,Diesel,67.3,1.6
 Octavia,2019,17195,Automatic,4902,Diesel,72.4,1.6
 Superb,2019,18795,Manual,5757,Petrol,40.9,1.5
 Citigo,2016,5950,Manual,39129,Petrol,62.8,1.0
 Fabia,2019,13195,Manual,2940,Petrol,60.1,1.0
 Octavia,2015,12000,Manual,35000,Diesel,61.4,2.0
 Fabia,2017,7980,Manual,33000,Petrol,60.1,1.2
 Octavia,2019,13250,Manual,132644,Diesel,68.9,1.6
 Karoq,2018,20000,Manual,6600,Petrol,52.3,1.5
 Fabia,2019,9890,Manual,3443,Petrol,57.7,1.0
 Superb,2017,14499,Automatic,18391,Petrol,53.3,1.4
 Octavia,2017,11686,Manual,19426,Diesel,70.6,2.0
 Octavia,2017,9399,Manual,72382,Diesel,70.6,2.0
 Octavia,2016,7699,Manual,79929,Diesel,74.3,1.6
 Octavia,2016,8099,Manual,81748,Diesel,80.7,1.6
 Octavia,2015,8599,Manual,57718,Diesel,74.3,1.6
 Octavia,2019,18499,Automatic,6846,Petrol,35.8,2.0
 Fabia,2006,1295,Manual,141000,Diesel,60.1,1.4
 Scala,2020,18600,Automatic,3059,Petrol,47.1,1.0
 Superb,2019,17000,Automatic,14774,Petrol,36.7,1.5
 Octavia,2019,16890,Manual,4000,Petrol,50.4,1.5
 Kodiaq,2018,21495,Automatic,21495,Petrol,44.8,1.4
 Karoq,2019,21250,Manual,4191,Diesel,49.6,2.0
 Octavia,2019,14890,Automatic,13407,Petrol,57.7,1.0
 Fabia,2019,12495,Automatic,14008,Petrol,60.1,1.0
 Karoq,2019,21250,Automatic,2918,Diesel,62.8,1.6
 Superb,2019,25000,Automatic,9822,Diesel,44.1,2.0
 Karoq,2019,19890,Manual,4900,Petrol,42.8,1.5
 Karoq,2019,21000,Automatic,4438,Diesel,62.8,1.6
 Kodiaq,2019,26000,Automatic,7000,Diesel,56.5,2.0
 Karoq,2019,23495,Manual,5895,Petrol,42.8,1.5
 Superb,2019,26750,Automatic,4000,Diesel,47.1,2.0
 Octavia,2019,17590,Manual,15,Petrol,48.7,1.5
 Kodiaq,2019,26450,Manual,2272,Diesel,52.3,2.0
 Fabia,2019,11590,Manual,5252,Petrol,51.4,1.0
 Octavia,2019,14590,Manual,4250,Diesel,68.9,1.6
 Kodiaq,2017,21495,Automatic,36000,Diesel,49.6,2.0
 Fabia,2017,12000,Automatic,14030,Petrol,61.4,1.0
 Fabia,2017,8500,Manual,7150,Petrol,60.1,1.2
 Octavia,2017,14500,Manual,50000,Diesel,62.8,2.0
 Fabia,2014,4790,Manual,69000,Diesel,67.3,1.6
 Octavia,2016,9495,Manual,63233,Diesel,70.6,2.0
 Rapid,2013,5495,Manual,29750,Petrol,52.3,1.2
 Octavia,2019,14790,Manual,2525,Diesel,68.9,1.6
 Karoq,2019,22950,Automatic,4555,Petrol,50.4,1.5
 Octavia,2019,14890,Automatic,14318,Petrol,57.7,1.0
 Superb,2019,26000,Automatic,12246,Petrol,30.1,2.0
 Fabia,2019,9890,Manual,1878,Petrol,57.7,1.0
 Octavia,2019,14650,Manual,10555,Diesel,56.5,2.0
 Karoq,2019,25000,Automatic,7200,Diesel,42.8,2.0
 Octavia,2019,12795,Manual,14950,Diesel,68.9,1.6
 Octavia,2019,14950,Manual,14441,Petrol,52.3,1.5
 Karoq,2019,25000,Automatic,4491,Petrol,33.2,2.0
 Octavia,2019,17490,Automatic,1830,Diesel,64.2,2.0
 Octavia,2019,12650,Manual,14647,Diesel,68.9,1.6
 Octavia,2019,16950,Automatic,2488,Diesel,70.6,1.6
 Octavia,2019,22000,Automatic,100,Petrol,37.7,2.0
 Octavia,2019,13250,Automatic,17750,Diesel,72.4,1.6
 Rapid,2019,9545,Manual,12850,Petrol,58.9,1.0
 Rapid,2019,9545,Manual,12850,Petrol,58.9,1.0
 Karoq,2019,23850,Manual,7250,Diesel,42.8,2.0
 Rapid,2019,9550,Manual,13579,Petrol,58.9,1.0
 Karoq,2019,20750,Automatic,8495,Diesel,62.8,1.6
 Octavia,2019,13790,Manual,9200,Diesel,68.9,1.6
 Karoq,2019,21595,Automatic,5595,Diesel,47.1,1.6
 Kodiaq,2017,19795,Manual,32500,Petrol,40.9,1.4
 Octavia,2019,12665,Manual,14506,Diesel,68.9,1.6
 Karoq,2019,18850,Automatic,4935,Diesel,62.8,1.6
 Superb,2019,26000,Automatic,7017,Petrol,30.1,2.0
 Superb,2019,26550,Automatic,3352,Diesel,42.8,2.0
 Superb,2019,15850,Manual,12727,Diesel,65.7,2.0
 Octavia,2019,14595,Manual,7435,Diesel,56.5,2.0
 Octavia,2019,12650,Manual,14206,Diesel,68.9,1.6
 Kodiaq,2019,22890,Manual,5,Petrol,38.2,1.5
 Kodiaq,2019,23490,Manual,5,Petrol,37.7,1.5
 Octavia,2010,4237,Automatic,77000,Petrol,44.8,1.4
 Fabia,2006,995,Manual,107765,Petrol,47.1,1.2
 Fabia,2019,9390,Manual,7310,Petrol,57.7,1.0
 Fabia,2019,12000,Manual,3000,Petrol,51.4,1.0
 Octavia,2019,18000,Automatic,4500,Diesel,67.3,2.0
 Fabia,2019,13940,Manual,3500,Petrol,50.4,1.0
 Kodiaq,2019,23850,Automatic,12863,Diesel,42.2,2.0
 Octavia,2019,26980,Automatic,5,Petrol,37.2,2.0
 Octavia,2019,12680,Manual,12957,Petrol,60.1,1.0
 Superb,2019,19300,Manual,1543,Diesel,64.2,2.0
 Octavia,2017,16240,Manual,27068,Petrol,43.5,2.0
 Octavia,2019,14790,Automatic,13623,Petrol,57.7,1.0
 Scala,2019,16250,Automatic,4906,Diesel,54.3,1.6
 Superb,2016,16995,Semi-Auto,36000,Diesel,61.4,2.0
 Superb,2019,18740,Manual,7832,Petrol,40.9,1.5
 Octavia,2019,17680,Automatic,7661,Diesel,53.3,2.0
 Octavia,2019,14490,Automatic,14441,Petrol,57.7,1.0
 Octavia,2019,12640,Manual,11357,Diesel,68.9,1.6
 Octavia,2019,16540,Manual,5996,Diesel,54.3,2.0
 Superb,2019,27240,Automatic,8808,Petrol,32.5,2.0
 Octavia,2019,12540,Manual,14068,Diesel,68.9,1.6
 Citigo,2015,5600,Manual,17515,Petrol,62.8,1.0
 Superb,2017,16495,Semi-Auto,37750,Diesel,60.1,2.0
 Fabia,2017,9995,Semi-Auto,17801,Petrol,60.1,1.2
 Yeti,2017,13995,Semi-Auto,17257,Petrol,51.4,1.2
 Rapid,2016,7435,Manual,50000,Petrol,57.7,1.2
 Fabia,2018,13425,Semi-Auto,5000,Petrol,60.1,1.0
 Octavia,2019,14640,Automatic,14075,Diesel,70.6,1.6
 Octavia,2017,12650,Automatic,25237,Petrol,57.7,1.4
 Kodiaq,2020,32090,Automatic,6637,Diesel,39.2,2.0
 Kodiaq,2019,29190,Automatic,6091,Petrol,31.4,2.0
 Octavia,2020,21690,Automatic,1908,Petrol,37.7,2.0
 Fabia,2019,9395,Manual,8000,Petrol,57.7,1.0
 Octavia,2014,5195,Manual,140000,Petrol,53.3,1.4
 Fabia,2010,1250,Manual,145268,Diesel,55.4,1.4
 Octavia,2019,13450,Automatic,15520,Diesel,72.4,1.6
 Octavia,2019,19750,Automatic,4000,Diesel,42.8,2.0
 Superb,2019,24700,Automatic,6750,Petrol,38.2,2.0
 Octavia,2019,17490,Manual,15,Petrol,48.7,1.5
 Karoq,2019,23340,Manual,4307,Diesel,42.8,2.0
 Superb,2019,27690,Automatic,4239,Petrol,32.5,2.0
 Yeti Outdoor,2015,11790,Manual,37601,Diesel,49.6,2.0
 Octavia,2015,12790,Manual,26000,Diesel,61.4,2.0
 Superb,2019,20490,Automatic,12158,Petrol,36.7,1.5
 Octavia,2019,13980,Manual,13101,Diesel,67.3,1.6
 Octavia,2019,12780,Manual,14326,Diesel,68.9,1.6
 Fabia,2019,9980,Manual,14265,Petrol,57.7,1.0
 Fabia,2019,12690,Manual,6601,Petrol,60.1,1.0
 Yeti Outdoor,2017,13590,Automatic,14719,Petrol,51.4,1.2
 Octavia,2019,15980,Automatic,4572,Diesel,67.3,2.0
 Karoq,2019,26240,Automatic,3075,Petrol,33.2,2.0
 Octavia,2018,17980,Manual,8072,Petrol,43.5,2.0
 Rapid,2017,9625,Manual,18325,Petrol,61.4,1.0
 Octavia,2019,13890,Manual,12834,Diesel,67.3,1.6
 Octavia,2016,10590,Automatic,34385,Petrol,58.9,1.4
 Octavia,2019,13890,Manual,13788,Diesel,67.3,1.6
 Kodiaq,2019,23980,Automatic,5,Petrol,37.2,1.5
 Octavia,2019,15380,Automatic,7065,Diesel,67.3,2.0
 Octavia,2019,17500,Manual,16,Petrol,48.7,1.5
 Octavia,2019,17970,Automatic,8456,Petrol,44.1,1.5
 Scala,2020,17980,Automatic,1000,Petrol,47.1,1.0
 Karoq,2019,18740,Manual,5,Petrol,43.5,1.0
 Octavia,2019,15450,Automatic,14096,Diesel,70.6,1.6
 Octavia,2019,15000,Manual,11695,Petrol,55.4,1.5
 Octavia,2019,14000,Manual,7288,Petrol,55.4,1.5
 Kodiaq,2017,17980,Automatic,29550,Petrol,44.8,1.4
 Superb,2019,18490,Automatic,6083,Petrol,36.7,1.5
 Fabia,2014,4690,Manual,92000,Diesel,67.3,1.6
 Octavia,2011,5490,Manual,59000,Diesel,62.8,1.6
 Octavia,2011,4893,Automatic,80000,Diesel,60.1,1.6
 Superb,2019,28000,Automatic,5,Petrol,38.7,2.0
 Fabia,2017,11280,Automatic,11600,Petrol,61.4,1.0
 Fabia,2017,10980,Automatic,15800,Petrol,61.4,1.0
 Superb,2019,14980,Manual,38100,Diesel,64.2,2.0
 Kamiq,2019,20980,Automatic,200,Other,43.5,1.5
 Kamiq,2019,18480,Automatic,200,Other,45.6,1.0
 Kamiq,2019,18980,Automatic,200,Other,44.1,1.5
 Fabia,2017,11280,Automatic,14200,Petrol,61.4,1.0
 Scala,2019,16980,Automatic,200,Petrol,45.6,1.5
 Fabia,2017,10980,Manual,24500,Other,58.9,1.2
 Fabia,2017,11480,Automatic,10800,Petrol,61.4,1.0
 Karoq,2018,17280,Manual,6300,Petrol,53.3,1.0
 Superb,2019,18980,Automatic,5700,Petrol,36.7,1.5
 Yeti,2017,14480,Automatic,27700,Other,51.4,1.2
 Fabia,2018,9280,Manual,5600,Petrol,57.7,1.0
 Fabia,2017,8980,Manual,17500,Petrol,64.2,1.0
 Fabia,2018,9280,Manual,7900,Petrol,57.7,1.0
 Scala,2020,17980,Manual,600,Petrol,49.6,1.0
 Superb,2019,13480,Manual,44100,Diesel,65.7,2.0
 Karoq,2019,22980,Automatic,3000,Petrol,40.9,1.5
 Superb,2016,13000,Automatic,60294,Diesel,61.4,2.0
 Superb,2016,16800,Automatic,13389,Petrol,54.3,1.4
 Kodiaq,2017,17000,Automatic,68926,Diesel,49.6,2.0
 Octavia,2015,9995,Manual,70414,Diesel,58.9,2.0
 Superb,2010,4790,Manual,78000,Petrol,39.2,1.8
 Octavia,2008,4290,Manual,99000,Petrol,35.8,2.0
 Octavia,2011,3890,Manual,86000,Petrol,44.8,1.4
 Fabia,2018,11800,Semi-Auto,5070,Petrol,61.4,1.0
 Octavia,2017,10700,Semi-Auto,36975,Petrol,57.7,1.4
 Fabia,2007,1500,Manual,74000,Petrol,42.2,1.4
 Citigo,2018,8499,Manual,6000,Petrol,64.2,1.0
 Fabia,2011,3795,Manual,52262,Petrol,54.3,1.2
 Fabia,2013,3195,Manual,68221,Petrol,51.4,1.2
 Yeti,2011,4490,Manual,96000,Petrol,41.5,1.4
 Superb,2012,5740,Automatic,85000,Petrol,38.7,1.8
 Rapid,2013,4990,Manual,44000,Petrol,55.4,1.2
 Rapid,2015,6980,Automatic,42000,Petrol,52.3,1.4
 Octavia,2015,9990,Automatic,41000,Petrol,56.5,1.4
 Octavia,2018,11000,Automatic,33444,Petrol,57.7,1.5
 Octavia,2018,11300,Automatic,28186,Petrol,57.7,1.5
 Octavia,2018,11300,Automatic,29252,Petrol,57.7,1.5
 Citigo,2017,6300,Manual,15407,Petrol,64.2,1.0
 Octavia,2019,15750,Automatic,2839,Petrol,55.4,1.5
 Octavia,2018,11100,Manual,32299,Petrol,57.7,1.5
 Octavia,2018,11300,Manual,30212,Petrol,57.7,1.5
 Octavia,2012,5995,Manual,72000,Diesel,57.7,2.0
 Octavia,2011,3640,Manual,67000,Petrol,49.6,1.2
 Octavia,2018,14300,Automatic,19985,Diesel,70.6,1.6
 Octavia,2017,8800,Manual,51233,Diesel,74.3,1.6
 Octavia,2016,9900,Manual,23604,Petrol,55.4,1.4
 Fabia,2019,12600,Automatic,731,Petrol,60.1,1.0
 Octavia,2016,14500,Manual,22996,Diesel,64.2,2.0
 Octavia,2017,11480,Automatic,35000,Petrol,58.9,1.4
 Fabia,2017,8280,Manual,29500,Other,60.1,1.2
 Karoq,2020,24980,Automatic,2000,Petrol,41.5,1.5
 Superb,2017,15400,Automatic,20098,Diesel,61.4,2.0
 Fabia,2016,11000,Automatic,12797,Petrol,60.1,1.2
 Octavia,2018,11300,Manual,29284,Petrol,57.7,1.5
 Octavia,2016,10700,Manual,13800,Petrol,55.4,1.4
 Superb,2017,17000,Automatic,6875,Petrol,43.5,2.0
 Superb,2016,10200,Automatic,68667,Diesel,70.6,1.6
 Fabia,2013,7490,Manual,28470,Petrol,53.3,1.2
 Fabia,2015,6490,Manual,29738,Petrol,60.1,1.0
 Octavia,2010,1190,Manual,300000,Diesel,57.6,1.9
 Superb,2018,12490,Semi-Auto,15000,Petrol,43.5,2.0
 Superb,2014,8990,Manual,33000,Diesel,67.3,1.6
 Fabia,2015,7500,Automatic,66397,Petrol,60.1,1.2
 Octavia,2013,6700,Manual,52335,Petrol,53.3,1.4
 Octavia,2014,6900,Manual,55294,Petrol,53.3,1.4
 Superb,2017,12000,Automatic,70574,Diesel,62.8,2.0
 Octavia,2018,11600,Manual,26001,Petrol,57.7,1.5
 Octavia,2018,11000,Automatic,33250,Petrol,57.7,1.5
 Octavia,2018,11200,Automatic,30838,Petrol,57.7,1.5
 Octavia,2018,11200,Automatic,30902,Petrol,57.7,1.5
 Octavia,2018,11200,Automatic,30794,Petrol,57.7,1.5
 Octavia,2018,11100,Automatic,32510,Petrol,57.7,1.5
 Yeti,2013,9000,Automatic,36374,Petrol,44.1,1.2
 Citigo,2018,7500,Manual,12709,Petrol,67.3,1.0
 Fabia,2016,9500,Automatic,24802,Petrol,60.1,1.2
 Kodiaq,2019,29980,Automatic,6200,Petrol,32.1,1.5
 Kodiaq,2019,26980,Automatic,5100,Petrol,34.0,1.5
 Octavia,2013,4980,Manual,144300,Diesel,74.3,1.6
 Citigo,2018,8500,Manual,9736,Petrol,64.2,1.0
 Octavia,2016,15485,Semi-Auto,29369,Petrol,44.1,2.0
 Karoq,2019,20500,Automatic,7288,Petrol,40.4,1.0
 Fabia,2012,3695,Manual,52393,Diesel,67.3,1.6
 Octavia,2009,2750,Automatic,241565,Diesel,47.9,1.9
 Octavia,2015,5980,Manual,175500,Diesel,74.3,1.6
 Superb,2019,15280,Manual,39300,Diesel,64.2,2.0
 Fabia,2018,9980,Manual,16500,Petrol,61.4,1.0
 Superb,2019,15280,Manual,40100,Diesel,64.2,2.0
 Fabia,2017,10480,Automatic,21100,Petrol,61.4,1.0
 Fabia,2019,14980,Automatic,7600,Petrol,60.1,1.0
 Fabia,2018,10980,Automatic,19200,Petrol,61.4,1.0
 Fabia,2017,6495,Manual,16000,Petrol,60.1,1.0
 Fabia,2016,6995,Manual,68000,Petrol,60.1,1.2
 Roomster,2011,4495,Automatic,56000,Petrol,49.6,1.2
 Octavia,2008,1999,Manual,112600,Petrol,39.8,1.4
 Citigo,2016,7500,Manual,21972,Petrol,62.8,1.0
 Fabia,2017,9800,Manual,12326,Petrol,64.2,1.0
 Fabia,2018,10000,Manual,5965,Petrol,64.2,1.0
 Fabia,2016,10500,Automatic,33327,Petrol,60.1,1.2
 Rapid,2016,7000,Manual,36364,Petrol,60.1,1.2
 Citigo,2017,7000,Manual,7489,Petrol,64.2,1.0
 Kodiaq,2019,21295,Automatic,14064,Petrol,34.0,1.5
 Superb,2020,26795,Automatic,3600,Hybrid,201.8,1.4
 Karoq,2019,20490,Automatic,7168,Petrol,50.4,1.5
